keyword,organizasyon,spor_dali,musabaka_tipi,lig_seviyesi,prestij_katmani,cinsiyet,kulup_milli,takim_bireysel,cografya,yerlilik,turk_baglantisi,yayin_hakki,periyodiklik,takvim_tipi,sayfa_tipi,intent_katmani,intent_kaynak,entity_tipi,marka_tipi,dil,sorgu_uzunlugu,varyant_kodu,katman,search_volume,competition,competition_index,cpc,low_bid,high_bid,veri_var,2026-07,2026-06,2026-05,2026-04,2026-03,2026-02,2026-01,2025-12,2025-11,2025-10,2025-09,2025-08,2025-07,2025-06,2025-05,2025-04,2025-03,2025-02,2025-01,2024-12,2024-11,2024-10,2024-09,2024-08,2024-07,2024-06,2024-05,2024-04,2024-03,2024-02,2024-01,kurum_sorgusu,oyuncu_dogrulama,faset_notu,mantik_denetim,guncellik
samsunspor maçı saat kaçta,Süper Lig,Futbol,Lig,1. Seviye,Global Elit,Erkek,Kulüp,Takım Sporu,Türkiye,Yerli,Türk Takımı Var,TV+ Yok,Yıllık,Sürekli Lig,Takvim/Saat,Maç & Takvim,Bilgi,Takım,Jenerik,Türkçe,Body,tk_saat,Ana Liste,2900,LOW,1,,,,evet,50,20,480,1000,4400,4400,1300,6600,9900,3600,880,5400,70,260,720,880,720,720,880,590,1300,590,720,390,10,10,590,590,590,880,880,hayır,,,Geçerli,
samsunspor maçı ne zaman,Süper Lig,Futbol,Lig,1. Seviye,Global Elit,Erkek,Kulüp,Takım Sporu,Türkiye,Yerli,Türk Takımı Var,TV+ Yok,Yıllık,Sürekli Lig,Takvim/Saat,Maç & Takvim,Bilgi,Takım,Jenerik,Türkçe,Body,tk_nezaman,Ana Liste,9900,LOW,1,,,,evet,880,390,2900,6600,14800,14800,8100,22200,18100,9900,5400,12100,1300,1600,6600,5400,5400,5400,5400,5400,8100,5400,4400,3600,590,390,3600,3600,4400,4400,5400,hayır,,,Geçerli,
samsunspor canlı izle,Süper Lig,Futbol,Lig,1. Seviye,Global Elit,Erkek,Kulüp,Takım Sporu,Türkiye,Yerli,Türk Takımı Var,TV+ Yok,Yıllık,Sürekli Lig,Canlı İzle,İzleme,İzleme,Takım,Jenerik,Türkçe,Body,tk_izle,Ana Liste,720,LOW,4,,,,evet,90,10,260,720,880,720,210,1000,1600,1000,480,2400,140,210,260,720,390,480,720,260,1300,880,590,210,70,10,480,320,590,590,590,hayır,,,Geçerli,
samsunspor maçı canlı izle,Süper Lig,Futbol,Lig,1. Seviye,Global Elit,Erkek,Kulüp,Takım Sporu,Türkiye,Yerli,Türk Takımı Var,TV+ Yok,Yıllık,Sürekli Lig,Canlı İzle,İzleme,İzleme,Takım,Jenerik,Türkçe,Body,tk_macizle,Ana Liste,2400,LOW,4,0.18,0.06,0.27,evet,390,20,1000,1300,3600,2900,1300,4400,3600,2400,1300,5400,320,170,260,480,390,720,720,260,880,480,390,210,30,10,590,390,880,720,1000,hayır,,,Geçerli,
başakşehir maçı nerede izlenir,Süper Lig,Futbol,Lig,1. Seviye,Global Elit,Erkek,Kulüp,Takım Sporu,Türkiye,Yerli,Türk Takımı Var,TV+ Yok,Yıllık,Sürekli Lig,Canlı İzle,İzleme,İzleme,Takım,Jenerik,Türkçe,Body,tk_nerede,Ana Liste,,,,,,,hayir,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,hayır,,,Geçerli,
başakşehir maçı hangi kanalda,Süper Lig,Futbol,Lig,1. Seviye,Global Elit,Erkek,Kulüp,Takım Sporu,Türkiye,Yerli,Türk Takımı Var,TV+ Yok,Yıllık,Sürekli Lig,Canlı İzle,İzleme,İzleme,Takım,Jenerik,Türkçe,Body,tk_kanal,Ana Liste,22200,LOW,1,0.34,0.07,0.32,evet,110000,70,320,880,1000,880,1300,1600,1000,2400,880,165000,49500,90,390,480,720,2900,2900,18100,33100,40500,5400,135000,27100,30,260,210,390,880,720,hayır,,Tipoloji: Kanal/Yayın ile Canlı İzle aynı izleme sayfasına iner,Geçerli,
başakşehir maçı saat kaçta,Süper Lig,Futbol,Lig,1. Seviye,Global Elit,Erkek,Kulüp,Takım Sporu,Türkiye,Yerli,Türk Takımı Var,TV+ Yok,Yıllık,Sürekli Lig,Takvim/Saat,Maç & Takvim,Bilgi,Takım,Jenerik,Türkçe,Body,tk_saat,Ana Liste,720,LOW,1,,,,evet,1900,10,70,210,210,170,210,320,210,260,170,5400,1300,10,170,170,170,260,480,1900,1900,2400,590,4400,720,0,90,210,110,260,590,hayır,,,Geçerli,
başakşehir maçı ne zaman,Süper Lig,Futbol,Lig,1. Seviye,Global Elit,Erkek,Kulüp,Takım Sporu,Türkiye,Yerli,Türk Takımı Var,TV+ Yok,Yıllık,Sürekli Lig,Takvim/Saat,Maç & Takvim,Bilgi,Takım,Jenerik,Türkçe,Body,tk_nezaman,Ana Liste,1900,LOW,1,0.09,0.05,0.37,evet,5400,170,880,1600,1600,1300,1000,1600,880,1300,880,8100,2900,260,1600,1300,1300,1600,2400,4400,5400,4400,1900,8100,2400,110,1000,880,880,1300,1000,hayır,,,Geçerli,
başakşehir canlı izle,Süper Lig,Futbol,Lig,1. Seviye,Global Elit,Erkek,Kulüp,Takım Sporu,Türkiye,Yerli,Türk Takımı Var,TV+ Yok,Yıllık,Sürekli Lig,Canlı İzle,İzleme,İzleme,Takım,Jenerik,Türkçe,Body,tk_izle,Ana Liste,1300,LOW,5,0.43,,,evet,90,320,1000,1000,1300,1600,2400,2400,1900,1900,1600,590,210,590,1900,1900,2400,2900,1300,1600,320,320,90,390,90,10,20,40,50,70,140,hayır,,,Geçerli,
başakşehir maçı canlı izle,Süper Lig,Futbol,Lig,1. Seviye,Global Elit,Erkek,Kulüp,Takım Sporu,Türkiye,Yerli,Türk Takımı Var,TV+ Yok,Yıllık,Sürekli Lig,Canlı İzle,İzleme,İzleme,Takım,Jenerik,Türkçe,Body,tk_macizle,Ana Liste,210,LOW,8,0.38,0.19,0.32,evet,480,10,70,140,140,110,170,140,110,140,50,1000,260,10,70,50,40,170,170,390,390,480,170,1300,390,10,40,50,260,140,320,hayır,,,Geçerli,
real madrid maçı nerede izlenir,La Liga,Futbol,Lig,1. Seviye,Global Elit,Erkek,Kulüp,Takım Sporu,Türkiye,Yerli,Türk Takımı Var,TV+ Yok,Yıllık,Sürekli Lig,Canlı İzle,İzleme,İzleme,Takım,Jenerik,Türkçe,Long-tail,tk_nerede,Ana Liste,50,LOW,5,,,,evet,10,10,20,110,70,30,40,50,50,70,90,70,20,20,30,70,20,70,170,140,50,70,50,50,10,40,70,110,10,10,110,hayır,,Maç denetimi: organizasyon Süper Lig yerine La Liga,Geçerli,
real madrid maçı hangi kanalda,Süper Lig,Futbol,Lig,1. Seviye,Global Elit,Erkek,Kulüp,Takım Sporu,Türkiye,Yerli,Türk Takımı Var,TV+ Yok,Yıllık,Sürekli Lig,Canlı İzle,İzleme,İzleme,Takım,Jenerik,Türkçe,Long-tail,tk_kanal,Ana Liste,49500,LOW,8,0.23,0.09,0.43,evet,1300,320,14800,90500,74000,40500,74000,60500,74000,60500,90500,40500,33100,22200,40500,135000,74000,110000,110000,110000,90500,110000,90500,74000,3600,40500,74000,110000,22200,40500,165000,hayır,,Tipoloji: Kanal/Yayın ile Canlı İzle aynı izleme sayfasına iner,Geçerli,
real madrid maçı saat kaçta,La Liga,Futbol,Lig,1. Seviye,Global Elit,Erkek,Kulüp,Takım Sporu,Türkiye,Yerli,Türk Takımı Var,TV+ Yok,Yıllık,Sürekli Lig,Takvim/Saat,Maç & Takvim,Bilgi,Takım,Jenerik,Türkçe,Long-tail,tk_saat,Ana Liste,1600,LOW,2,,,,evet,50,10,590,2400,1600,1600,2400,1900,2400,1600,1900,1600,1900,1300,1600,2900,1600,2400,2900,2900,2400,1600,2400,2900,170,2900,4400,2900,1000,1600,5400,hayır,,Maç denetimi: organizasyon Süper Lig yerine La Liga,Geçerli,
real madrid maçı ne zaman,Süper Lig,Futbol,Lig,1. Seviye,Global Elit,Erkek,Kulüp,Takım Sporu,Türkiye,Yerli,Türk Takımı Var,TV+ Yok,Yıllık,Sürekli Lig,Takvim/Saat,Maç & Takvim,Bilgi,Takım,Jenerik,Türkçe,Long-tail,tk_nezaman,Ana Liste,22200,LOW,3,0.29,0.03,0.26,evet,2400,1300,9900,27100,27100,27100,33100,27100,27100,27100,27100,22200,22200,18100,27100,27100,22200,27100,33100,33100,27100,22200,27100,27100,5400,8100,40500,27100,18100,18100,40500,hayır,,,Geçerli,
real madrid canlı izle,Süper Lig,Futbol,Lig,1. Seviye,Global Elit,Erkek,Kulüp,Takım Sporu,Türkiye,Yerli,Türk Takımı Var,TV+ Yok,Yıllık,Sürekli Lig,Canlı İzle,İzleme,İzleme,Takım,Jenerik,Türkçe,Body,tk_izle,Ana Liste,2900,LOW,10,0.6,,,evet,50,10,480,4400,3600,2400,6600,4400,3600,3600,5400,3600,1300,1000,4400,8100,9900,12100,6600,8100,6600,12100,9900,5400,390,4400,14800,18100,3600,6600,27100,hayır,,,Geçerli,
real madrid maçı canlı izle,La Liga,Futbol,Lig,1. Seviye,Global Elit,Erkek,Kulüp,Takım Sporu,Türkiye,Yerli,Türk Takımı Var,TV+ Yok,Yıllık,Sürekli Lig,Canlı İzle,İzleme,İzleme,Takım,Jenerik,Türkçe,Long-tail,tk_macizle,Ana Liste,5400,LOW,6,0.15,,,evet,110,40,1300,9900,6600,6600,9900,5400,6600,5400,8100,5400,2900,1900,5400,14800,12100,12100,9900,9900,8100,9900,8100,6600,480,1900,9900,9900,1600,2400,14800,hayır,,Maç denetimi: organizasyon Süper Lig yerine La Liga,Geçerli,
barcelona maçı nerede izlenir,La Liga,Futbol,Lig,1. Seviye,Global Elit,Erkek,Kulüp,Takım Sporu,Türkiye,Yerli,Türk Takımı Var,TV+ Yok,Yıllık,Sürekli Lig,Canlı İzle,İzleme,İzleme,Takım,Jenerik,Türkçe,Body,tk_nerede,Ana Liste,10,LOW,19,,,,evet,10,0,20,20,20,10,10,10,10,10,10,10,10,10,30,40,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,hayır,,Maç denetimi: organizasyon Süper Lig yerine La Liga,Geçerli,
barcelona maçı hangi kanalda,Süper Lig,Futbol,Lig,1. Seviye,Global Elit,Erkek,Kulüp,Takım Sporu,Türkiye,Yerli,Türk Takımı Var,TV+ Yok,Yıllık,Sürekli Lig,Canlı İzle,İzleme,İzleme,Takım,Jenerik,Türkçe,Body,tk_kanal,Ana Liste,14800,LOW,5,,0.06,0.31,evet,320,170,6600,33100,22200,9900,22200,8100,9900,33100,9900,8100,2400,390,27100,74000,18100,9900,18100,9900,9900,14800,4400,3600,260,140,1900,9900,2900,1900,6600,hayır,,Tipoloji: Kanal/Yayın ile Canlı İzle aynı izleme sayfasına iner,Geçerli,
barcelona maçı saat kaçta,La Liga,Futbol,Lig,1. Seviye,Global Elit,Erkek,Kulüp,Takım Sporu,Türkiye,Yerli,Türk Takımı Var,TV+ Yok,Yıllık,Sürekli Lig,Takvim/Saat,Maç & Takvim,Bilgi,Takım,Jenerik,Türkçe,Body,tk_saat,Ana Liste,480,LOW,1,,,,evet,50,10,390,880,590,590,880,590,590,720,480,390,110,90,1000,1300,1000,720,720,480,480,480,320,320,70,40,320,590,320,480,590,hayır,,Maç denetimi: organizasyon Süper Lig yerine La Liga,Geçerli,
barcelona maçı ne zaman,Süper Lig,Futbol,Lig,1. Seviye,Global Elit,Erkek,Kulüp,Takım Sporu,Türkiye,Yerli,Türk Takımı Var,TV+ Yok,Yıllık,Sürekli Lig,Takvim/Saat,Maç & Takvim,Bilgi,Takım,Jenerik,Türkçe,Body,tk_nezaman,Ana Liste,5400,LOW,2,0.06,0.04,0.24,evet,1300,720,4400,8100,6600,6600,6600,5400,5400,5400,5400,4400,2400,2900,12100,12100,9900,6600,6600,5400,5400,4400,2900,2400,880,720,2900,3600,2400,2400,3600,hayır,,,Geçerli,
barcelona canlı izle,Süper Lig,Futbol,Lig,1. Seviye,Global Elit,Erkek,Kulüp,Takım Sporu,Türkiye,Yerli,Türk Takımı Var,TV+ Yok,Yıllık,Sürekli Lig,Canlı İzle,İzleme,İzleme,Takım,Jenerik,Türkçe,Body,tk_izle,Ana Liste,720,LOW,8,,,,evet,10,20,260,1000,1000,720,1300,590,880,1000,590,590,320,50,1900,2900,720,720,1300,590,720,880,260,390,50,40,210,720,320,210,590,hayır,,,Geçerli,
barcelona maçı canlı izle,La Liga,Futbol,Lig,1. Seviye,Global Elit,Erkek,Kulüp,Takım Sporu,Türkiye,Yerli,Türk Takımı Var,TV+ Yok,Yıllık,Sürekli Lig,Canlı İzle,İzleme,İzleme,Takım,Jenerik,Türkçe,Body,tk_macizle,Ana Liste,880,LOW,1,,,,evet,40,40,390,2400,2400,720,1000,390,590,1000,390,390,140,10,880,1000,480,590,720,320,260,260,110,140,10,10,70,210,90,20,170,hayır,,Maç denetimi: organizasyon Süper Lig yerine La Liga,Geçerli,
juventus maçı nerede izlenir,Süper Lig,Futbol,Lig,1. Seviye,Global Elit,Erkek,Kulüp,Takım Sporu,Türkiye,Yerli,Türk Takımı Var,TV+ Yok,Yıllık,Sürekli Lig,Canlı İzle,İzleme,İzleme,Takım,Jenerik,Türkçe,Body,tk_nerede,Ana Liste,,,,,,,hayir,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,hayır,,,Geçerli,
juventus maçı hangi kanalda,Süper Lig,Futbol,Lig,1. Seviye,Global Elit,Erkek,Kulüp,Takım Sporu,Türkiye,Yerli,Türk Takımı Var,TV+ Yok,Yıllık,Sürekli Lig,Canlı İzle,İzleme,İzleme,Takım,Jenerik,Türkçe,Body,tk_kanal,Ana Liste,3600,LOW,4,0.18,0.08,0.23,evet,1000,30,1300,1900,2900,12100,5400,4400,3600,4400,6600,1300,880,3600,880,1600,1600,5400,8100,12100,4400,6600,8100,2900,590,50,720,1300,880,2400,6600,hayır,,Tipoloji: Kanal/Yayın ile Canlı İzle aynı izleme sayfasına iner,Geçerli,
juventus maçı saat kaçta,Serie A,Futbol,Lig,1. Seviye,Global Elit,Erkek,Kulüp,Takım Sporu,Türkiye,Yerli,Türk Takımı Var,TV+ Yok,Yıllık,Sürekli Lig,Takvim/Saat,Maç & Takvim,Bilgi,Takım,Jenerik,Türkçe,Body,tk_saat,Ana Liste,320,LOW,0,,,,evet,50,10,140,210,210,1900,320,260,210,260,210,140,70,170,110,170,170,390,390,390,210,320,210,210,50,20,110,140,170,260,390,hayır,,Maç denetimi: organizasyon Süper Lig yerine Serie A,Geçerli,
juventus maçı ne zaman,Süper Lig,Futbol,Lig,1. Seviye,Global Elit,Erkek,Kulüp,Takım Sporu,Türkiye,Yerli,Türk Takımı Var,TV+ Yok,Yıllık,Sürekli Lig,Takvim/Saat,Maç & Takvim,Bilgi,Takım,Jenerik,Türkçe,Body,tk_nezaman,Ana Liste,2900,LOW,1,,,,evet,480,210,1600,2400,2400,12100,3600,2900,1600,2900,1900,1900,880,1600,1900,2400,2400,4400,3600,3600,2400,2400,1900,2400,1900,480,720,1300,720,1600,2400,hayır,,,Geçerli,
juventus canlı izle,Süper Lig,Futbol,Lig,1. Seviye,Global Elit,Erkek,Kulüp,Takım Sporu,Türkiye,Yerli,Türk Takımı Var,TV+ Yok,Yıllık,Sürekli Lig,Canlı İzle,İzleme,İzleme,Takım,Jenerik,Türkçe,Body,tk_izle,Ana Liste,210,LOW,16,0.13,,,evet,10,10,70,70,140,320,390,390,390,260,480,110,30,140,140,90,50,140,110,260,140,390,320,320,40,10,90,140,140,210,590,hayır,,,Geçerli,
juventus maçı canlı izle,Serie A,Futbol,Lig,1. Seviye,Global Elit,Erkek,Kulüp,Takım Sporu,Türkiye,Yerli,Türk Takımı Var,TV+ Yok,Yıllık,Sürekli Lig,Canlı İzle,İzleme,İzleme,Takım,Jenerik,Türkçe,Body,tk_macizle,Ana Liste,390,LOW,10,0.05,0.06,0.1,evet,110,10,210,320,480,880,720,480,320,590,590,320,90,320,110,170,170,320,590,1000,390,720,720,880,170,10,140,320,110,260,720,hayır,,Maç denetimi: organizasyon Süper Lig yerine Serie A,Geçerli,
milan maçı nerede izlenir,Süper Lig,Futbol,Lig,1. Seviye,Global Elit,Erkek,Kulüp,Takım Sporu,Türkiye,Yerli,Türk Takımı Var,TV+ Yok,Yıllık,Sürekli Lig,Canlı İzle,İzleme,İzleme,Takım,Jenerik,Türkçe,Body,tk_nerede,Ana Liste,,,,,,,hayir,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,hayır,,,Geçerli,
milan maçı hangi kanalda,Süper Lig,Futbol,Lig,1. Seviye,Global Elit,Erkek,Kulüp,Takım Sporu,Türkiye,Yerli,Türk Takımı Var,TV+ Yok,Yıllık,Sürekli Lig,Canlı İzle,İzleme,İzleme,Takım,Jenerik,Türkçe,Body,tk_kanal,Ana Liste,720,LOW,4,,,,evet,50,10,390,320,590,1000,1600,1300,720,1000,720,720,390,70,1300,1000,720,6600,3600,2400,5400,4400,1300,390,140,30,480,1000,720,2400,1600,hayır,,Tipoloji: Kanal/Yayın ile Canlı İzle aynı izleme sayfasına iner,Geçerli,
milan maçı saat kaçta,Serie A,Futbol,Lig,1. Seviye,Global Elit,Erkek,Kulüp,Takım Sporu,Türkiye,Yerli,Türk Takımı Var,TV+ Yok,Yıllık,Sürekli Lig,Takvim/Saat,Maç & Takvim,Bilgi,Takım,Jenerik,Türkçe,Body,tk_saat,Ana Liste,90,LOW,0,,,,evet,10,10,90,70,70,140,170,140,90,70,90,50,20,20,210,170,110,260,390,210,170,210,140,90,50,10,90,170,170,320,260,hayır,,Maç denetimi: organizasyon Süper Lig yerine Serie A,Geçerli,
milan maçı ne zaman,Süper Lig,Futbol,Lig,1. Seviye,Global Elit,Erkek,Kulüp,Takım Sporu,Türkiye,Yerli,Türk Takımı Var,TV+ Yok,Yıllık,Sürekli Lig,Takvim/Saat,Maç & Takvim,Bilgi,Takım,Jenerik,Türkçe,Body,tk_nezaman,Ana Liste,320,LOW,0,,,,evet,70,40,260,260,320,480,590,590,390,390,320,390,260,140,720,390,390,720,720,480,590,590,320,320,170,140,480,720,480,720,590,hayır,,,Geçerli,
milan canlı izle,Süper Lig,Futbol,Lig,1. Seviye,Global Elit,Erkek,Kulüp,Takım Sporu,Türkiye,Yerli,Türk Takımı Var,TV+ Yok,Yıllık,Sürekli Lig,Canlı İzle,İzleme,İzleme,Takım,Jenerik,Türkçe,Body,tk_izle,Ana Liste,110,LOW,12,,,,evet,10,0,50,30,50,110,210,210,50,170,170,110,30,10,50,40,20,140,90,110,140,110,40,20,10,10,30,30,40,210,90,hayır,,,Geçerli,
milan maçı canlı izle,Serie A,Futbol,Lig,1. Seviye,Global Elit,Erkek,Kulüp,Takım Sporu,Türkiye,Yerli,Türk Takımı Var,TV+ Yok,Yıllık,Sürekli Lig,Canlı İzle,İzleme,İzleme,Takım,Jenerik,Türkçe,Body,tk_macizle,Ana Liste,260,LOW,5,,,,evet,20,10,140,110,390,590,480,320,210,210,170,260,110,30,260,210,170,590,320,260,260,320,140,140,70,10,70,110,70,320,170,hayır,,Maç denetimi: organizasyon Süper Lig yerine Serie A,Geçerli,
inter maçı nerede izlenir,Süper Lig,Futbol,Lig,1. Seviye,Global Elit,Erkek,Kulüp,Takım Sporu,Türkiye,Yerli,Türk Takımı Var,TV+ Yok,Yıllık,Sürekli Lig,Canlı İzle,İzleme,İzleme,Takım,Jenerik,Türkçe,Body,tk_nerede,Ana Liste,,,,,,,hayir,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,hayır,,,Geçerli,
inter maçı hangi kanalda,Süper Lig,Futbol,Lig,1. Seviye,Global Elit,Erkek,Kulüp,Takım Sporu,Türkiye,Yerli,Türk Takımı Var,TV+ Yok,Yıllık,Sürekli Lig,Canlı İzle,İzleme,İzleme,Takım,Jenerik,Türkçe,Body,tk_kanal,Ana Liste,1900,LOW,5,,,,evet,140,10,720,1000,1000,6600,3600,2400,2400,2900,2400,1000,140,3600,27100,18100,5400,1900,5400,5400,2900,3600,3600,1000,110,20,720,1300,2400,4400,1900,hayır,,Tipoloji: Kanal/Yayın ile Canlı İzle aynı izleme sayfasına iner,Geçerli,
inter maçı saat kaçta,Serie A,Futbol,Lig,1. Seviye,Global Elit,Erkek,Kulüp,Takım Sporu,Türkiye,Yerli,Türk Takımı Var,TV+ Yok,Yıllık,Sürekli Lig,Takvim/Saat,Maç & Takvim,Bilgi,Takım,Jenerik,Türkçe,Body,tk_saat,Ana Liste,140,LOW,0,,,,evet,30,10,110,170,110,210,210,260,210,170,140,90,40,320,1900,590,210,170,390,320,260,260,260,110,20,30,170,260,320,480,320,hayır,,Maç denetimi: organizasyon Süper Lig yerine Serie A,Geçerli,
inter maçı ne zaman,Süper Lig,Futbol,Lig,1. Seviye,Global Elit,Erkek,Kulüp,Takım Sporu,Türkiye,Yerli,Türk Takımı Var,TV+ Yok,Yıllık,Sürekli Lig,Takvim/Saat,Maç & Takvim,Bilgi,Takım,Jenerik,Türkçe,Body,tk_nezaman,Ana Liste,1000,LOW,0,,,,evet,210,110,720,1000,880,1600,1600,1600,1600,1000,1300,1000,590,2400,14800,3600,1600,1300,1900,1900,1000,880,880,590,210,260,1000,1000,1300,1600,1300,hayır,,,Geçerli,
inter canlı izle,Süper Lig,Futbol,Lig,1. Seviye,Global Elit,Erkek,Kulüp,Takım Sporu,Türkiye,Yerli,Türk Takımı Var,TV+ Yok,Yıllık,Sürekli Lig,Canlı İzle,İzleme,İzleme,Takım,Jenerik,Türkçe,Body,tk_izle,Ana Liste,110,LOW,7,,,,evet,10,10,20,40,50,480,90,70,170,90,170,40,10,90,390,110,50,70,40,170,90,170,110,40,10,10,20,40,110,70,50,hayır,,,Geçerli,
inter maçı canlı izle,Serie A,Futbol,Lig,1. Seviye,Global Elit,Erkek,Kulüp,Takım Sporu,Türkiye,Yerli,Türk Takımı Var,TV+ Yok,Yıllık,Sürekli Lig,Canlı İzle,İzleme,İzleme,Takım,Jenerik,Türkçe,Body,tk_macizle,Ana Liste,210,LOW,12,0.14,,,evet,30,10,90,210,140,720,260,210,320,210,170,110,20,260,720,720,140,140,260,320,170,210,260,110,20,10,70,140,210,320,170,hayır,,Maç denetimi: organizasyon Süper Lig yerine Serie A,Geçerli,
arsenal maçı nerede izlenir,Premier Lig,Futbol,Lig,1. Seviye,Global Elit,Erkek,Kulüp,Takım Sporu,Türkiye,Yerli,Türk Takımı Var,TV+ Yok,Yıllık,Sürekli Lig,Canlı İzle,İzleme,İzleme,Takım,Jenerik,Türkçe,Body,tk_nerede,Ana Liste,10,LOW,0,,,,evet,10,10,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,hayır,,Maç denetimi: organizasyon Süper Lig yerine Premier Lig,Geçerli,
arsenal maçı hangi kanalda,Süper Lig,Futbol,Lig,1. Seviye,Global Elit,Erkek,Kulüp,Takım Sporu,Türkiye,Yerli,Türk Takımı Var,TV+ Yok,Yıllık,Sürekli Lig,Canlı İzle,İzleme,İzleme,Takım,Jenerik,Türkçe,Body,tk_kanal,Ana Liste,8100,LOW,2,,,,evet,70,210,27100,18100,14800,2900,6600,5400,6600,4400,14800,2900,590,40,6600,22200,2400,2400,6600,4400,2900,4400,2400,1900,110,20,1900,8100,2900,2400,1900,hayır,,Tipoloji: Kanal/Yayın ile Canlı İzle aynı izleme sayfasına iner,Geçerli,
arsenal maçı saat kaçta,Premier Lig,Futbol,Lig,1. Seviye,Global Elit,Erkek,Kulüp,Takım Sporu,Türkiye,Yerli,Türk Takımı Var,TV+ Yok,Yıllık,Sürekli Lig,Takvim/Saat,Maç & Takvim,Bilgi,Takım,Jenerik,Türkçe,Body,tk_saat,Ana Liste,390,LOW,0,,,,evet,10,10,1600,880,320,260,320,260,210,170,170,110,30,10,480,590,140,140,260,260,110,260,210,170,40,10,260,590,260,260,140,hayır,,Maç denetimi: organizasyon Süper Lig yerine Premier Lig,Geçerli,
arsenal maçı ne zaman,Süper Lig,Futbol,Lig,1. Seviye,Global Elit,Erkek,Kulüp,Takım Sporu,Türkiye,Yerli,Türk Takımı Var,TV+ Yok,Yıllık,Sürekli Lig,Takvim/Saat,Maç & Takvim,Bilgi,Takım,Jenerik,Türkçe,Body,tk_nezaman,Ana Liste,1900,LOW,1,,,,evet,210,260,8100,3600,1900,1600,1900,1600,1300,720,720,720,480,260,2900,2400,720,720,880,880,590,590,590,590,260,210,1900,2900,1600,1600,880,hayır,,,Geçerli,
arsenal canlı izle,Süper Lig,Futbol,Lig,1. Seviye,Global Elit,Erkek,Kulüp,Takım Sporu,Türkiye,Yerli,Türk Takımı Var,TV+ Yok,Yıllık,Sürekli Lig,Canlı İzle,İzleme,İzleme,Takım,Jenerik,Türkçe,Body,tk_izle,Ana Liste,390,,,,,,evet,0,10,880,390,720,210,480,590,480,320,480,210,20,10,320,1300,140,320,390,140,170,320,170,210,20,0,170,590,390,170,140,hayır,,,Geçerli,
arsenal maçı canlı izle,Premier Lig,Futbol,Lig,1. Seviye,Global Elit,Erkek,Kulüp,Takım Sporu,Türkiye,Yerli,Türk Takımı Var,TV+ Yok,Yıllık,Sürekli Lig,Canlı İzle,İzleme,İzleme,Takım,Jenerik,Türkçe,Body,tk_macizle,Ana Liste,1000,LOW,2,,,,evet,30,40,2900,1600,1900,720,1000,1000,720,590,880,390,110,10,480,1000,260,390,590,590,260,390,170,210,10,10,140,720,390,260,170,hayır,,Maç denetimi: organizasyon Süper Lig yerine Premier Lig,Geçerli,
manchester united maçı nerede izlenir,Süper Lig,Futbol,Lig,1. Seviye,Global Elit,Erkek,Kulüp,Takım Sporu,Türkiye,Yerli,Türk Takımı Var,TV+ Yok,Yıllık,Sürekli Lig,Canlı İzle,İzleme,İzleme,Takım,Jenerik,Türkçe,Long-tail,tk_nerede,Ana Liste,,,,,,,hayir,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,hayır,,,Geçerli,
manchester united maçı hangi kanalda,Süper Lig,Futbol,Lig,1. Seviye,Global Elit,Erkek,Kulüp,Takım Sporu,Türkiye,Yerli,Türk Takımı Var,TV+ Yok,Yıllık,Sürekli Lig,Canlı İzle,İzleme,İzleme,Takım,Jenerik,Türkçe,Long-tail,tk_kanal,Ana Liste,720,LOW,6,0.29,0.08,0.17,evet,260,10,480,480,1000,1000,880,1600,720,480,880,1600,320,110,8100,2900,720,1000,3600,1900,880,1600,1000,2400,260,30,1300,1000,720,1600,4400,hayır,,Tipoloji: Kanal/Yayın ile Canlı İzle aynı izleme sayfasına iner,Geçerli,
manchester united maçı saat kaçta,Premier Lig,Futbol,Lig,1. Seviye,Global Elit,Erkek,Kulüp,Takım Sporu,Türkiye,Yerli,Türk Takımı Var,TV+ Yok,Yıllık,Sürekli Lig,Takvim/Saat,Maç & Takvim,Bilgi,Takım,Jenerik,Türkçe,Long-tail,tk_saat,Ana Liste,90,LOW,0,,,,evet,30,10,70,90,90,90,170,170,70,50,70,70,20,10,260,90,70,90,170,110,50,170,90,40,30,10,70,110,260,320,260,hayır,,Maç denetimi: organizasyon Süper Lig yerine Premier Lig,Geçerli,
manchester united maçı ne zaman,Süper Lig,Futbol,Lig,1. Seviye,Global Elit,Erkek,Kulüp,Takım Sporu,Türkiye,Yerli,Türk Takımı Var,TV+ Yok,Yıllık,Sürekli Lig,Takvim/Saat,Maç & Takvim,Bilgi,Takım,Jenerik,Türkçe,Long-tail,tk_nezaman,Ana Liste,390,LOW,0,,,,evet,70,50,390,390,480,720,720,590,390,390,390,480,210,260,1600,720,590,880,1000,880,590,880,480,390,170,110,480,720,720,880,1600,hayır,,,Geçerli,
