keyword,organizasyon,spor_dali,musabaka_tipi,lig_seviyesi,prestij_katmani,cinsiyet,kulup_milli,takim_bireysel,cografya,yerlilik,turk_baglantisi,yayin_hakki,periyodiklik,takvim_tipi,sayfa_tipi,intent_katmani,entity_tipi,marka_tipi,dil,sorgu_uzunlugu,varyant_kodu,search_volume,competition,competition_index,cpc,low_bid,high_bid,veri_var,2026-07,2026-06,2026-05,2026-04,2026-03,2026-02,2026-01,2025-12,2025-11,2025-10,2025-09,2025-08,2025-07,kurum_sorgusu
abd maçları,Milli Takım Karşılaşmaları,Futbol,Milli,Milli,Global Elit,Erkek,Milli Takım,Takım Sporu,Global,Uluslararası,Türk Takımı Var,TV+ Var,Sürekli,Turnuva,Takım Maç Sorgusu,Bilgi,Takım,Jenerik,Türkçe,Head,tk_maclar,9900,LOW,1,0.34,0.09,0.31,evet,,74000,2900,720,2400,110,90,140,720,720,1300,70,1300,hayır
abd maçı ne zaman,Milli Takım Karşılaşmaları,Futbol,Milli,Milli,Global Elit,Erkek,Milli Takım,Takım Sporu,Global,Uluslararası,Türk Takımı Var,TV+ Var,Sürekli,Turnuva,Takvim/Saat,Bilgi,Takım,Jenerik,Türkçe,Body,tk_nezaman,590,LOW,4,0.18,0.03,0.17,evet,,5400,110,110,110,20,10,30,10,20,210,10,30,hayır
abd maçı hangi kanalda,Milli Takım Karşılaşmaları,Futbol,Milli,Milli,Global Elit,Erkek,Milli Takım,Takım Sporu,Global,Uluslararası,Türk Takımı Var,TV+ Var,Sürekli,Turnuva,Kanal/Yayın,İzleme,Takım,Jenerik,Türkçe,Body,tk_kanal,170,LOW,5,0.08,0.1,0.19,evet,,1600,210,10,70,10,10,10,10,10,110,10,50,hayır
abd canlı izle,Milli Takım Karşılaşmaları,Futbol,Milli,Milli,Global Elit,Erkek,Milli Takım,Takım Sporu,Global,Uluslararası,Türk Takımı Var,TV+ Var,Sürekli,Turnuva,Canlı İzle,İzleme,Takım,Jenerik,Türkçe,Body,tk_izle,30,LOW,2,,,,evet,,40,20,20,10,20,90,20,20,20,20,10,10,hayır
abd fikstür,Milli Takım Karşılaşmaları,Futbol,Milli,Milli,Global Elit,Erkek,Milli Takım,Takım Sporu,Global,Uluslararası,Türk Takımı Var,TV+ Var,Sürekli,Turnuva,Fikstür,Bilgi,Takım,Jenerik,Türkçe,Head,tk_fikstur,50,LOW,5,,0.05,0.23,evet,,390,20,20,30,0,0,0,0,0,0,0,0,hayır
türkiye brezilya voleybol,Voleybol Milli Karşılaşmaları,Voleybol,Milli,Milli,Global Elit,Kadın,Milli Takım,Takım Sporu,Global,Uluslararası,Türk Takımı Var,TV+ Var,Sürekli,Turnuva,Rakip Eşleşmesi,Bilgi,Maç,Jenerik,Türkçe,Body,h2h_vol,1900,LOW,1,0.17,0.04,0.25,evet,,260,40,10,40,20,20,20,20,30,590,90,1300,hayır
türkiye brezilya voleybol maçı,Voleybol Milli Karşılaşmaları,Voleybol,Milli,Milli,Global Elit,Kadın,Milli Takım,Takım Sporu,Global,Uluslararası,Türk Takımı Var,TV+ Var,Sürekli,Turnuva,Rakip Eşleşmesi,Bilgi,Maç,Jenerik,Türkçe,Body,h2h_vol,9900,LOW,1,0.21,0.04,0.26,evet,,590,70,40,50,30,30,20,40,30,3600,110,4400,hayır
türkiye brezilya voleybol maçı ne zaman,Voleybol Milli Karşılaşmaları,Voleybol,Milli,Milli,Global Elit,Kadın,Milli Takım,Takım Sporu,Global,Uluslararası,Türk Takımı Var,TV+ Var,Sürekli,Turnuva,Takvim/Saat,Bilgi,Maç,Jenerik,Türkçe,Long-tail,h2h_vol,12100,LOW,1,0.19,0.03,0.23,evet,,260,10,10,10,10,10,10,10,10,590,50,880,hayır
türkiye brezilya voleybol canlı izle,Voleybol Milli Karşılaşmaları,Voleybol,Milli,Milli,Global Elit,Kadın,Milli Takım,Takım Sporu,Global,Uluslararası,Türk Takımı Var,TV+ Var,Sürekli,Turnuva,Canlı İzle,İzleme,Maç,Jenerik,Türkçe,Long-tail,h2h_vol,50,LOW,3,0.28,0.09,0.34,evet,,10,0,0,10,0,10,0,0,0,10,0,10,hayır
türkiye brezilya voleybol hangi kanalda,Voleybol Milli Karşılaşmaları,Voleybol,Milli,Milli,Global Elit,Kadın,Milli Takım,Takım Sporu,Global,Uluslararası,Türk Takımı Var,TV+ Var,Sürekli,Turnuva,Kanal/Yayın,İzleme,Maç,Jenerik,Türkçe,Long-tail,h2h_vol,50,LOW,4,0.34,0.12,0.3,evet,,10,0,0,0,0,0,0,0,0,10,10,10,hayır
türkiye italya voleybol,Voleybol Milli Karşılaşmaları,Voleybol,Milli,Milli,Global Elit,Kadın,Milli Takım,Takım Sporu,Global,Uluslararası,Türk Takımı Var,TV+ Var,Sürekli,Turnuva,Rakip Eşleşmesi,Bilgi,Maç,Jenerik,Türkçe,Body,h2h_vol,4400,LOW,1,1.15,,,evet,,9900,1600,50,90,50,90,30,50,90,40500,170,49500,hayır
türkiye italya voleybol maçı,Voleybol Milli Karşılaşmaları,Voleybol,Milli,Milli,Global Elit,Kadın,Milli Takım,Takım Sporu,Global,Uluslararası,Türk Takımı Var,TV+ Var,Sürekli,Turnuva,Rakip Eşleşmesi,Bilgi,Maç,Jenerik,Türkçe,Body,h2h_vol,33100,LOW,2,0.12,0.05,0.22,evet,,12100,8100,90,260,170,590,210,320,480,368000,720,12100,hayır
türkiye italya voleybol maçı ne zaman,Voleybol Milli Karşılaşmaları,Voleybol,Milli,Milli,Global Elit,Kadın,Milli Takım,Takım Sporu,Global,Uluslararası,Türk Takımı Var,TV+ Var,Sürekli,Turnuva,Takvim/Saat,Bilgi,Maç,Jenerik,Türkçe,Long-tail,h2h_vol,1900,LOW,1,,,,evet,,480,320,10,30,20,20,20,30,50,22200,90,12100,hayır
türkiye italya voleybol canlı izle,Voleybol Milli Karşılaşmaları,Voleybol,Milli,Milli,Global Elit,Kadın,Milli Takım,Takım Sporu,Global,Uluslararası,Türk Takımı Var,TV+ Var,Sürekli,Turnuva,Canlı İzle,İzleme,Maç,Jenerik,Türkçe,Long-tail,h2h_vol,90,LOW,4,,,,evet,,40,70,0,10,0,10,0,0,10,880,10,320,hayır
türkiye italya voleybol hangi kanalda,Voleybol Milli Karşılaşmaları,Voleybol,Milli,Milli,Global Elit,Kadın,Milli Takım,Takım Sporu,Global,Uluslararası,Türk Takımı Var,TV+ Var,Sürekli,Turnuva,Kanal/Yayın,İzleme,Maç,Jenerik,Türkçe,Long-tail,h2h_vol,140,LOW,3,,,,evet,,170,90,0,0,0,0,10,0,0,1600,10,480,hayır
türkiye abd voleybol,Voleybol Milli Karşılaşmaları,Voleybol,Milli,Milli,Global Elit,Kadın,Milli Takım,Takım Sporu,Global,Uluslararası,Türk Takımı Var,TV+ Var,Sürekli,Turnuva,Rakip Eşleşmesi,Bilgi,Maç,Jenerik,Türkçe,Body,h2h_vol,720,LOW,1,,0.05,0.46,evet,,880,10,10,10,10,10,10,10,10,2900,10,260,hayır
türkiye abd voleybol maçı,Voleybol Milli Karşılaşmaları,Voleybol,Milli,Milli,Global Elit,Kadın,Milli Takım,Takım Sporu,Global,Uluslararası,Türk Takımı Var,TV+ Var,Sürekli,Turnuva,Rakip Eşleşmesi,Bilgi,Maç,Jenerik,Türkçe,Body,h2h_vol,6600,LOW,1,0.3,0.06,0.33,evet,,880,50,30,20,20,20,10,20,20,49500,70,1600,hayır
türkiye abd voleybol maçı ne zaman,Voleybol Milli Karşılaşmaları,Voleybol,Milli,Milli,Global Elit,Kadın,Milli Takım,Takım Sporu,Global,Uluslararası,Türk Takımı Var,TV+ Var,Sürekli,Turnuva,Takvim/Saat,Bilgi,Maç,Jenerik,Türkçe,Long-tail,h2h_vol,480,LOW,1,0.01,0.01,0.18,evet,,320,10,10,10,10,0,10,10,10,4400,30,140,hayır
türkiye abd voleybol canlı izle,Voleybol Milli Karşılaşmaları,Voleybol,Milli,Milli,Global Elit,Kadın,Milli Takım,Takım Sporu,Global,Uluslararası,Türk Takımı Var,TV+ Var,Sürekli,Turnuva,Canlı İzle,İzleme,Maç,Jenerik,Türkçe,Long-tail,h2h_vol,10,LOW,3,,,,evet,,10,0,0,0,0,0,0,0,0,40,0,10,hayır
türkiye abd voleybol hangi kanalda,Voleybol Milli Karşılaşmaları,Voleybol,Milli,Milli,Global Elit,Kadın,Milli Takım,Takım Sporu,Global,Uluslararası,Türk Takımı Var,TV+ Var,Sürekli,Turnuva,Kanal/Yayın,İzleme,Maç,Jenerik,Türkçe,Long-tail,h2h_vol,30,LOW,2,,,,evet,,10,0,10,0,0,0,0,0,0,210,10,10,hayır
türkiye sırbistan voleybol,Voleybol Milli Karşılaşmaları,Voleybol,Milli,Milli,Global Elit,Kadın,Milli Takım,Takım Sporu,Global,Uluslararası,Türk Takımı Var,TV+ Var,Sürekli,Turnuva,Rakip Eşleşmesi,Bilgi,Maç,Jenerik,Türkçe,Body,h2h_vol,390,LOW,1,0.08,0.06,20,evet,,90,260,10,30,20,10,10,20,10,320,260,12100,hayır
türkiye sırbistan voleybol maçı,Voleybol Milli Karşılaşmaları,Voleybol,Milli,Milli,Global Elit,Kadın,Milli Takım,Takım Sporu,Global,Uluslararası,Türk Takımı Var,TV+ Var,Sürekli,Turnuva,Rakip Eşleşmesi,Bilgi,Maç,Jenerik,Türkçe,Body,h2h_vol,720,LOW,1,0.15,0.06,20,evet,,480,3600,70,90,90,50,20,40,50,1000,1000,27100,hayır
türkiye sırbistan voleybol maçı ne zaman,Voleybol Milli Karşılaşmaları,Voleybol,Milli,Milli,Global Elit,Kadın,Milli Takım,Takım Sporu,Global,Uluslararası,Türk Takımı Var,TV+ Var,Sürekli,Turnuva,Takvim/Saat,Bilgi,Maç,Jenerik,Türkçe,Long-tail,h2h_vol,70,LOW,1,,,,evet,,50,140,10,10,10,10,10,10,10,140,170,1300,hayır
türkiye sırbistan voleybol canlı izle,Voleybol Milli Karşılaşmaları,Voleybol,Milli,Milli,Global Elit,Kadın,Milli Takım,Takım Sporu,Global,Uluslararası,Türk Takımı Var,TV+ Var,Sürekli,Turnuva,Canlı İzle,İzleme,Maç,Jenerik,Türkçe,Long-tail,h2h_vol,10,LOW,4,,,,evet,,0,10,0,0,10,0,0,0,0,10,10,70,hayır
türkiye sırbistan voleybol hangi kanalda,Voleybol Milli Karşılaşmaları,Voleybol,Milli,Milli,Global Elit,Kadın,Milli Takım,Takım Sporu,Global,Uluslararası,Türk Takımı Var,TV+ Var,Sürekli,Turnuva,Kanal/Yayın,İzleme,Maç,Jenerik,Türkçe,Long-tail,h2h_vol,10,LOW,1,,,,evet,,10,10,0,0,0,10,0,0,0,10,10,50,hayır
türkiye polonya voleybol,Voleybol Milli Karşılaşmaları,Voleybol,Milli,Milli,Global Elit,Kadın,Milli Takım,Takım Sporu,Global,Uluslararası,Türk Takımı Var,TV+ Var,Sürekli,Turnuva,Rakip Eşleşmesi,Bilgi,Maç,Jenerik,Türkçe,Body,h2h_vol,1300,LOW,4,0.27,0.16,0.62,evet,,720,1300,10,10,10,10,10,20,70,12100,70,320,hayır
türkiye polonya voleybol maçı,Voleybol Milli Karşılaşmaları,Voleybol,Milli,Milli,Global Elit,Kadın,Milli Takım,Takım Sporu,Global,Uluslararası,Türk Takımı Var,TV+ Var,Sürekli,Turnuva,Rakip Eşleşmesi,Bilgi,Maç,Jenerik,Türkçe,Body,h2h_vol,5400,LOW,2,0.35,0.12,0.42,evet,,6600,1900,20,50,30,40,30,40,140,22200,390,2400,hayır
türkiye polonya voleybol maçı ne zaman,Voleybol Milli Karşılaşmaları,Voleybol,Milli,Milli,Global Elit,Kadın,Milli Takım,Takım Sporu,Global,Uluslararası,Türk Takımı Var,TV+ Var,Sürekli,Turnuva,Takvim/Saat,Bilgi,Maç,Jenerik,Türkçe,Long-tail,h2h_vol,1900,LOW,2,0.29,,,evet,,210,210,10,10,0,10,10,10,70,22200,30,390,hayır
türkiye polonya voleybol canlı izle,Voleybol Milli Karşılaşmaları,Voleybol,Milli,Milli,Global Elit,Kadın,Milli Takım,Takım Sporu,Global,Uluslararası,Türk Takımı Var,TV+ Var,Sürekli,Turnuva,Canlı İzle,İzleme,Maç,Jenerik,Türkçe,Long-tail,h2h_vol,20,LOW,3,0.17,,,evet,,10,90,0,0,0,0,0,0,0,40,0,0,hayır
türkiye polonya voleybol hangi kanalda,Voleybol Milli Karşılaşmaları,Voleybol,Milli,Milli,Global Elit,Kadın,Milli Takım,Takım Sporu,Global,Uluslararası,Türk Takımı Var,TV+ Var,Sürekli,Turnuva,Kanal/Yayın,İzleme,Maç,Jenerik,Türkçe,Long-tail,h2h_vol,10,LOW,2,,,,evet,,10,20,0,0,0,0,0,0,0,90,10,10,hayır
türkiye çin voleybol,Voleybol Milli Karşılaşmaları,Voleybol,Milli,Milli,Global Elit,Kadın,Milli Takım,Takım Sporu,Global,Uluslararası,Türk Takımı Var,TV+ Var,Sürekli,Turnuva,Rakip Eşleşmesi,Bilgi,Maç,Jenerik,Türkçe,Body,h2h_vol,2900,LOW,2,0.09,0.02,0.16,evet,,12100,50,30,10,10,10,10,10,10,170,50,480,hayır
türkiye çin voleybol maçı,Voleybol Milli Karşılaşmaları,Voleybol,Milli,Milli,Global Elit,Kadın,Milli Takım,Takım Sporu,Global,Uluslararası,Türk Takımı Var,TV+ Var,Sürekli,Turnuva,Rakip Eşleşmesi,Bilgi,Maç,Jenerik,Türkçe,Body,h2h_vol,9900,LOW,2,0.23,0.03,0.25,evet,,90500,210,140,110,110,70,90,50,50,1000,210,1000,hayır
türkiye çin voleybol maçı ne zaman,Voleybol Milli Karşılaşmaları,Voleybol,Milli,Milli,Global Elit,Kadın,Milli Takım,Takım Sporu,Global,Uluslararası,Türk Takımı Var,TV+ Var,Sürekli,Turnuva,Takvim/Saat,Bilgi,Maç,Jenerik,Türkçe,Long-tail,h2h_vol,5400,LOW,1,0.11,0.02,0.17,evet,,5400,40,30,10,20,10,0,10,10,90,20,110,hayır
türkiye çin voleybol canlı izle,Voleybol Milli Karşılaşmaları,Voleybol,Milli,Milli,Global Elit,Kadın,Milli Takım,Takım Sporu,Global,Uluslararası,Türk Takımı Var,TV+ Var,Sürekli,Turnuva,Canlı İzle,İzleme,Maç,Jenerik,Türkçe,Long-tail,h2h_vol,50,LOW,2,0.08,,,evet,,260,0,0,0,0,0,0,0,0,20,10,10,hayır
türkiye çin voleybol hangi kanalda,Voleybol Milli Karşılaşmaları,Voleybol,Milli,Milli,Global Elit,Kadın,Milli Takım,Takım Sporu,Global,Uluslararası,Türk Takımı Var,TV+ Var,Sürekli,Turnuva,Kanal/Yayın,İzleme,Maç,Jenerik,Türkçe,Long-tail,h2h_vol,70,LOW,4,0.36,,,evet,,320,0,10,0,0,10,0,0,0,10,10,10,hayır
türkiye japonya voleybol,Voleybol Milli Karşılaşmaları,Voleybol,Milli,Milli,Global Elit,Kadın,Milli Takım,Takım Sporu,Global,Uluslararası,Türk Takımı Var,TV+ Var,Sürekli,Turnuva,Rakip Eşleşmesi,Bilgi,Maç,Jenerik,Türkçe,Body,h2h_vol,880,LOW,1,0.11,,,evet,,170,10,10,30,10,10,30,20,20,8100,70,4400,hayır
türkiye japonya voleybol maçı,Voleybol Milli Karşılaşmaları,Voleybol,Milli,Milli,Global Elit,Kadın,Milli Takım,Takım Sporu,Global,Uluslararası,Türk Takımı Var,TV+ Var,Sürekli,Turnuva,Rakip Eşleşmesi,Bilgi,Maç,Jenerik,Türkçe,Body,h2h_vol,14800,LOW,1,0.23,0.05,0.27,evet,,720,70,50,170,50,90,260,90,170,110000,880,60500,hayır
türkiye japonya voleybol maçı ne zaman,Voleybol Milli Karşılaşmaları,Voleybol,Milli,Milli,Global Elit,Kadın,Milli Takım,Takım Sporu,Global,Uluslararası,Türk Takımı Var,TV+ Var,Sürekli,Turnuva,Takvim/Saat,Bilgi,Maç,Jenerik,Türkçe,Long-tail,h2h_vol,1600,LOW,2,0.01,0.01,0.09,evet,,210,10,10,10,10,10,20,20,50,18100,260,74000,hayır
türkiye japonya voleybol canlı izle,Voleybol Milli Karşılaşmaları,Voleybol,Milli,Milli,Global Elit,Kadın,Milli Takım,Takım Sporu,Global,Uluslararası,Türk Takımı Var,TV+ Var,Sürekli,Turnuva,Canlı İzle,İzleme,Maç,Jenerik,Türkçe,Long-tail,h2h_vol,20,LOW,3,0.11,,,evet,,0,0,0,0,0,0,0,0,0,110,10,50,hayır
türkiye japonya voleybol hangi kanalda,Voleybol Milli Karşılaşmaları,Voleybol,Milli,Milli,Global Elit,Kadın,Milli Takım,Takım Sporu,Global,Uluslararası,Türk Takımı Var,TV+ Var,Sürekli,Turnuva,Kanal/Yayın,İzleme,Maç,Jenerik,Türkçe,Long-tail,h2h_vol,30,LOW,2,,,,evet,,10,0,0,0,0,0,0,0,0,260,0,110,hayır
türkiye hollanda voleybol,Voleybol Milli Karşılaşmaları,Voleybol,Milli,Milli,Global Elit,Kadın,Milli Takım,Takım Sporu,Global,Uluslararası,Türk Takımı Var,TV+ Var,Sürekli,Turnuva,Rakip Eşleşmesi,Bilgi,Maç,Jenerik,Türkçe,Body,h2h_vol,1600,LOW,1,,,,evet,,4400,30,10,10,10,10,20,10,30,14800,140,6600,hayır
türkiye hollanda voleybol maçı,Voleybol Milli Karşılaşmaları,Voleybol,Milli,Milli,Global Elit,Kadın,Milli Takım,Takım Sporu,Global,Uluslararası,Türk Takımı Var,TV+ Var,Sürekli,Turnuva,Rakip Eşleşmesi,Bilgi,Maç,Jenerik,Türkçe,Body,h2h_vol,1300,LOW,1,,,,evet,,14800,140,20,10,10,10,10,20,30,2400,480,27100,hayır
türkiye hollanda voleybol maçı ne zaman,Voleybol Milli Karşılaşmaları,Voleybol,Milli,Milli,Global Elit,Kadın,Milli Takım,Takım Sporu,Global,Uluslararası,Türk Takımı Var,TV+ Var,Sürekli,Turnuva,Takvim/Saat,Bilgi,Maç,Jenerik,Türkçe,Long-tail,h2h_vol,480,LOW,1,0.01,,,evet,,260,10,10,10,10,10,10,10,10,5400,50,3600,hayır
türkiye hollanda voleybol canlı izle,Voleybol Milli Karşılaşmaları,Voleybol,Milli,Milli,Global Elit,Kadın,Milli Takım,Takım Sporu,Global,Uluslararası,Türk Takımı Var,TV+ Var,Sürekli,Turnuva,Canlı İzle,İzleme,Maç,Jenerik,Türkçe,Long-tail,h2h_vol,10,LOW,0,,,,evet,,30,0,0,0,0,0,0,0,0,20,0,30,hayır
türkiye hollanda voleybol hangi kanalda,Voleybol Milli Karşılaşmaları,Voleybol,Milli,Milli,Global Elit,Kadın,Milli Takım,Takım Sporu,Global,Uluslararası,Türk Takımı Var,TV+ Var,Sürekli,Turnuva,Kanal/Yayın,İzleme,Maç,Jenerik,Türkçe,Long-tail,h2h_vol,10,,,,,,evet,,40,0,0,0,0,0,0,0,0,10,10,20,hayır
polonya ekstraklasa,Polonya Ekstraklasa,Futbol,Lig,1. Seviye,Orta,Erkek,Kulüp,Takım Sporu,Polonya,Yabancı,Yok,TV+ Yok,Yıllık,Sürekli Lig,Jenerik,Bilgi,Lig/Organizasyon,Jenerik,İngilizce,Head,jen,390,LOW,3,0.42,0.14,0.52,evet,,30,590,390,590,720,170,320,480,320,320,480,260,hayır
polonya ekstraklasa puan durumu,Polonya Ekstraklasa,Futbol,Lig,1. Seviye,Orta,Erkek,Kulüp,Takım Sporu,Polonya,Yabancı,Yok,TV+ Yok,Yıllık,Sürekli Lig,Puan Durumu,Bilgi,Lig/Organizasyon,Jenerik,İngilizce,Body,pd,320,LOW,1,0.45,0.21,0.5,evet,,90,480,720,480,260,70,90,210,170,110,170,50,hayır
polonya ekstraklasa fikstür,Polonya Ekstraklasa,Futbol,Lig,1. Seviye,Orta,Erkek,Kulüp,Takım Sporu,Polonya,Yabancı,Yok,TV+ Yok,Yıllık,Sürekli Lig,Fikstür,Bilgi,Lig/Organizasyon,Jenerik,Türkçe,Body,fik,,,,,,,hayir,,,,,,,,,,,,,,hayır
polonya ekstraklasa maçları,Polonya Ekstraklasa,Futbol,Lig,1. Seviye,Orta,Erkek,Kulüp,Takım Sporu,Polonya,Yabancı,Yok,TV+ Yok,Yıllık,Sürekli Lig,Takım Maç Sorgusu,Bilgi,Lig/Organizasyon,Jenerik,Türkçe,Body,maclar,,,,,,,hayir,,,,,,,,,,,,,,hayır
belçika pro lig,Belçika Pro Lig,Futbol,Lig,1. Seviye,Niş,Erkek,Kulüp,Takım Sporu,Belçika,Yabancı,Yok,TV+ Yok,Yıllık,Sürekli Lig,Jenerik,Bilgi,Lig/Organizasyon,Jenerik,Türkçe,Body,jen,3600,LOW,0,,,,evet,,480,5400,3600,2900,4400,2900,5400,5400,4400,2900,3600,1600,hayır
belçika pro lig puan durumu,Belçika Pro Lig,Futbol,Lig,1. Seviye,Niş,Erkek,Kulüp,Takım Sporu,Belçika,Yabancı,Yok,TV+ Yok,Yıllık,Sürekli Lig,Puan Durumu,Bilgi,Lig/Organizasyon,Jenerik,Türkçe,Long-tail,pd,1300,LOW,0,,,,evet,,390,1600,880,1300,1600,1000,1900,2400,1000,880,720,390,hayır
belçika pro lig fikstür,Belçika Pro Lig,Futbol,Lig,1. Seviye,Niş,Erkek,Kulüp,Takım Sporu,Belçika,Yabancı,Yok,TV+ Yok,Yıllık,Sürekli Lig,Fikstür,Bilgi,Lig/Organizasyon,Jenerik,Türkçe,Body,fik,,,,,,,hayir,,,,,,,,,,,,,,hayır
belçika pro lig maçları,Belçika Pro Lig,Futbol,Lig,1. Seviye,Niş,Erkek,Kulüp,Takım Sporu,Belçika,Yabancı,Yok,TV+ Yok,Yıllık,Sürekli Lig,Takım Maç Sorgusu,Bilgi,Lig/Organizasyon,Jenerik,Türkçe,Body,maclar,10,LOW,0,,,,evet,,10,50,10,10,10,10,10,10,10,10,10,20,hayır
i̇skoçya premiership,İskoçya Premiership,Futbol,Lig,1. Seviye,Niş,Erkek,Kulüp,Takım Sporu,İskoçya,Yabancı,Yok,TV+ Yok,Yıllık,Sürekli Lig,Jenerik,Bilgi,Lig/Organizasyon,Jenerik,Türkçe,Head,jen,,,,,,,hayir,,,,,,,,,,,,,,hayır
i̇skoçya premiership puan durumu,İskoçya Premiership,Futbol,Lig,1. Seviye,Niş,Erkek,Kulüp,Takım Sporu,İskoçya,Yabancı,Yok,TV+ Yok,Yıllık,Sürekli Lig,Puan Durumu,Bilgi,Lig/Organizasyon,Jenerik,Türkçe,Body,pd,,,,,,,hayir,,,,,,,,,,,,,,hayır
i̇skoçya premiership fikstür,İskoçya Premiership,Futbol,Lig,1. Seviye,Niş,Erkek,Kulüp,Takım Sporu,İskoçya,Yabancı,Yok,TV+ Yok,Yıllık,Sürekli Lig,Fikstür,Bilgi,Lig/Organizasyon,Jenerik,Türkçe,Body,fik,,,,,,,hayir,,,,,,,,,,,,,,hayır
i̇skoçya premiership maçları,İskoçya Premiership,Futbol,Lig,1. Seviye,Niş,Erkek,Kulüp,Takım Sporu,İskoçya,Yabancı,Yok,TV+ Yok,Yıllık,Sürekli Lig,Takım Maç Sorgusu,Bilgi,Lig/Organizasyon,Jenerik,Türkçe,Body,maclar,,,,,,,hayir,,,,,,,,,,,,,,hayır
avusturya bundesliga,Avusturya Bundesliga,Futbol,Lig,1. Seviye,Niş,Erkek,Kulüp,Takım Sporu,Avusturya,Yabancı,Yok,TV+ Yok,Yıllık,Sürekli Lig,Jenerik,Bilgi,Lig/Organizasyon,Jenerik,İngilizce,Head,jen,1000,LOW,0,,,,evet,,210,1600,1300,880,880,390,590,880,720,720,1600,1300,hayır
avusturya bundesliga puan durumu,Avusturya Bundesliga,Futbol,Lig,1. Seviye,Niş,Erkek,Kulüp,Takım Sporu,Avusturya,Yabancı,Yok,TV+ Yok,Yıllık,Sürekli Lig,Puan Durumu,Bilgi,Lig/Organizasyon,Jenerik,İngilizce,Body,pd,4400,LOW,0,,,,evet,,1300,8100,5400,4400,3600,2400,2900,3600,3600,2900,5400,5400,hayır
avusturya bundesliga fikstür,Avusturya Bundesliga,Futbol,Lig,1. Seviye,Niş,Erkek,Kulüp,Takım Sporu,Avusturya,Yabancı,Yok,TV+ Yok,Yıllık,Sürekli Lig,Fikstür,Bilgi,Lig/Organizasyon,Jenerik,Türkçe,Body,fik,10,LOW,5,,,,evet,,10,10,10,10,10,10,10,0,10,0,0,0,hayır
avusturya bundesliga maçları,Avusturya Bundesliga,Futbol,Lig,1. Seviye,Niş,Erkek,Kulüp,Takım Sporu,Avusturya,Yabancı,Yok,TV+ Yok,Yıllık,Sürekli Lig,Takım Maç Sorgusu,Bilgi,Lig/Organizasyon,Jenerik,Türkçe,Body,maclar,590,LOW,1,,,,evet,,110,1300,1000,720,590,210,390,590,480,480,590,320,hayır
i̇sviçre süper lig,İsviçre Süper Lig,Futbol,Lig,1. Seviye,Niş,Erkek,Kulüp,Takım Sporu,İsviçre,Yabancı,Yok,TV+ Yok,Yıllık,Sürekli Lig,Jenerik,Bilgi,Lig/Organizasyon,Jenerik,Türkçe,Body,jen,,,,,,,hayir,,,,,,,,,,,,,,hayır
i̇sviçre süper lig puan durumu,İsviçre Süper Lig,Futbol,Lig,1. Seviye,Niş,Erkek,Kulüp,Takım Sporu,İsviçre,Yabancı,Yok,TV+ Yok,Yıllık,Sürekli Lig,Puan Durumu,Bilgi,Lig/Organizasyon,Jenerik,Türkçe,Long-tail,pd,,,,,,,hayir,,,,,,,,,,,,,,hayır
i̇sviçre süper lig fikstür,İsviçre Süper Lig,Futbol,Lig,1. Seviye,Niş,Erkek,Kulüp,Takım Sporu,İsviçre,Yabancı,Yok,TV+ Yok,Yıllık,Sürekli Lig,Fikstür,Bilgi,Lig/Organizasyon,Jenerik,Türkçe,Body,fik,,,,,,,hayir,,,,,,,,,,,,,,hayır
i̇sviçre süper lig maçları,İsviçre Süper Lig,Futbol,Lig,1. Seviye,Niş,Erkek,Kulüp,Takım Sporu,İsviçre,Yabancı,Yok,TV+ Yok,Yıllık,Sürekli Lig,Takım Maç Sorgusu,Bilgi,Lig/Organizasyon,Jenerik,Türkçe,Body,maclar,,,,,,,hayir,,,,,,,,,,,,,,hayır
danimarka süper lig,Danimarka Süper Lig,Futbol,Lig,1. Seviye,Niş,Erkek,Kulüp,Takım Sporu,Danimarka,Yabancı,Yok,TV+ Yok,Yıllık,Sürekli Lig,Jenerik,Bilgi,Lig/Organizasyon,Jenerik,Türkçe,Body,jen,1600,LOW,2,0.42,0.2,0.43,evet,,880,1900,1900,1300,1900,590,1300,2400,1600,1300,1900,1300,hayır
danimarka süper lig puan durumu,Danimarka Süper Lig,Futbol,Lig,1. Seviye,Niş,Erkek,Kulüp,Takım Sporu,Danimarka,Yabancı,Yok,TV+ Yok,Yıllık,Sürekli Lig,Puan Durumu,Bilgi,Lig/Organizasyon,Jenerik,Türkçe,Long-tail,pd,8100,LOW,1,0.49,0.22,0.49,evet,,5400,12100,8100,8100,9900,3600,6600,8100,6600,5400,6600,3600,hayır
danimarka süper lig fikstür,Danimarka Süper Lig,Futbol,Lig,1. Seviye,Niş,Erkek,Kulüp,Takım Sporu,Danimarka,Yabancı,Yok,TV+ Yok,Yıllık,Sürekli Lig,Fikstür,Bilgi,Lig/Organizasyon,Jenerik,Türkçe,Body,fik,,,,,,,hayir,,,,,,,,,,,,,,hayır
danimarka süper lig maçları,Danimarka Süper Lig,Futbol,Lig,1. Seviye,Niş,Erkek,Kulüp,Takım Sporu,Danimarka,Yabancı,Yok,TV+ Yok,Yıllık,Sürekli Lig,Takım Maç Sorgusu,Bilgi,Lig/Organizasyon,Jenerik,Türkçe,Body,maclar,,,,,,,hayir,,,,,,,,,,,,,,hayır
